school_rbd,analysis_sample,outcome,n_students_regression,n_total,controlled_value_added,controlled_value_added_centered_student,controlled_value_added_se,controlled_value_added_resid_sd,controlled_value_added_se_method,eb_tau2,eb_tau,eb_reliability,eb_method,controlled_value_added_eb,controlled_value_added_eb_centered_student
31419,All,log_program_income_full_clp_m1,13,757999,-0.10868504,-0.21567696,0.14761196,0.54091018,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.253337182681378,stata_normal_normal_weighted_by_n_students_regression,-0.0546389942864411,-0.0516780334234553
31421,All,log_program_income_full_clp_m1,90,757999,0.058374111,-0.048617806,0.05324775,0.48558477,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.722795420115589,stata_normal_normal_weighted_by_n_students_regression,-0.0351407277294547,-0.0321797668664689
31428,All,log_program_income_full_clp_m1,82,757999,-0.089581557,-0.19657348,0.05035105,0.38427788,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.744643047048511,stata_normal_normal_weighted_by_n_students_regression,-0.14637707584309,-0.143416114980104
31432,All,log_program_income_full_clp_m1,182,757999,-0.017020471,-0.12401239,0.034626223,0.41613713,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.860453169877569,stata_normal_normal_weighted_by_n_students_regression,-0.106706852612442,-0.103745891749456
31438,All,log_program_income_full_clp_m1,9,757999,-0.029630501,-0.13662241,0.15515086,0.50498158,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.234959727598807,stata_normal_normal_weighted_by_n_students_regression,-0.0321007652036488,-0.029139804340663
31444,All,log_program_income_full_clp_m1,10,757999,-0.10011212,-0.20710404,0.13903695,0.19919378,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.276638404726035,stata_normal_normal_weighted_by_n_students_regression,-0.0572929318653599,-0.0543319710023742
31445,All,log_program_income_full_clp_m1,65,757999,0.19007932,0.0830874,0.059867933,0.47307551,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.67348711979422,stata_normal_normal_weighted_by_n_students_regression,0.0559582934371537,0.0589192543001394
31466,All,log_program_income_full_clp_m1,4,757999,-0.16197312,-0.26896504,0.21926627,0.53902179,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.133276729486161,stata_normal_normal_weighted_by_n_students_regression,-0.0358467803328633,-0.0328858194698775
31486,All,log_program_income_full_clp_m1,20,757999,-0.092302285,-0.19929421,0.099638678,0.33335388,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.426824428897843,stata_normal_normal_weighted_by_n_students_regression,-0.0850636371650402,-0.0821026763020545
31494,All,log_program_income_full_clp_m1,5,757999,-0.49084485,-0.59783679,0.19658552,0.47816622,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.160580717869262,stata_normal_normal_weighted_by_n_students_regression,-0.0960010613340439,-0.0930401004710581
31495,All,log_program_income_full_clp_m1,111,757999,0.13652267,0.029530749,0.053577021,0.40968299,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.720318296240334,stata_normal_normal_weighted_by_n_students_regression,0.0212715385980159,0.0242324994610016
31499,All,log_program_income_full_clp_m1,45,757999,0.22204895,0.11505704,0.078543745,0.50227165,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.545119444392876,stata_normal_normal_weighted_by_n_students_regression,0.0627198317356031,0.0656807925985889
31504,All,log_program_income_full_clp_m1,7,757999,0.38180909,0.27481717,0.22333176,0.58979207,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.1290892732918,stata_normal_normal_weighted_by_n_students_regression,0.0354759485653584,0.0384369094283441
31509,All,log_program_income_full_clp_m1,65,757999,0.030690474,-0.076301441,0.054552048,0.4247449,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.712994228372328,stata_normal_normal_weighted_by_n_students_regression,-0.0544024867723563,-0.0514415259093706
32060,All,log_program_income_full_clp_m1,2,757999,-0.37323382,-0.48022574,0.31373546,0.51246148,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.0698615033835433,stata_normal_normal_weighted_by_n_students_regression,-0.0335492923240742,-0.0305883314610884
40008,All,log_program_income_full_clp_m1,51,757999,-0.065697491,-0.17268941,0.062377781,0.36056039,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.655174531584503,stata_normal_normal_weighted_by_n_students_regression,-0.113141702050479,-0.110180741187493
40023,All,log_program_income_full_clp_m1,286,757999,0.14763248,0.040640555,0.045645848,0.47217244,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.780135509420172,stata_normal_normal_weighted_by_n_students_regression,0.031705140321336,0.0346661011843218
40024,All,log_program_income_full_clp_m1,394,757999,0.095134951,-0.011856969,0.028559964,0.41318145,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.900632282173476,stata_normal_normal_weighted_by_n_students_regression,-0.0106787686166179,-0.0077178077536321
40025,All,log_program_income_full_clp_m1,234,757999,0.084740855,-0.022251066,0.038207196,0.4443641,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.835102966729895,stata_normal_normal_weighted_by_n_students_regression,-0.0185819310855975,-0.0156209702226118
40027,All,log_program_income_full_clp_m1,128,757999,0.20435072,0.0973588,0.078840934,0.45154098,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.543245893711002,stata_normal_normal_weighted_by_n_students_regression,0.0528897685556958,0.0558507294186816
40029,All,log_program_income_full_clp_m1,86,757999,0.088913783,-0.018078135,0.057102494,0.43033332,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.693936092301232,stata_normal_normal_weighted_by_n_students_regression,-0.0125450705957652,-0.0095841097327795
40042,All,log_program_income_full_clp_m1,172,757999,0.15189585,0.044903941,0.040780742,0.45278999,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.816357527095109,stata_normal_normal_weighted_by_n_students_regression,0.0366576705942703,0.0396186314572561
40047,All,log_program_income_full_clp_m1,1,757999,-0.17090848,-0.2779004,0.44013858,,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.03675980788032,stata_normal_normal_weighted_by_n_students_regression,-0.0102155652674087,-0.0072546044044229
40064,All,log_program_income_full_clp_m1,138,757999,0.18509196,0.078100048,0.050263993,0.42001617,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.745300591719774,stata_normal_normal_weighted_by_n_students_regression,0.0582080119825837,0.0611689728455695
40073,All,log_program_income_full_clp_m1,1,757999,-0.099524938,-0.20651686,0.44081351,,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.0366514501339501,stata_normal_normal_weighted_by_n_students_regression,-0.0075691425015642,-0.0046081816385784
40076,All,log_program_income_full_clp_m1,134,757999,-0.034262538,-0.14125445,0.039654668,0.41702852,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.824605036443297,stata_normal_normal_weighted_by_n_students_regression,-0.116479134896728,-0.113518174033742
40080,All,log_program_income_full_clp_m1,353,757999,-0.0087031601,-0.11569507,0.035409901,0.4029848,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.854991426018836,stata_normal_normal_weighted_by_n_students_regression,-0.0989182964794571,-0.0959573356164714
40099,All,log_program_income_full_clp_m1,132,757999,0.032626025,-0.074365892,0.046893101,0.37669897,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.770748133027558,stata_normal_normal_weighted_by_n_students_regression,-0.0573173720554351,-0.0543564111924494
40102,All,log_program_income_full_clp_m1,52,757999,-0.022254027,-0.12924594,0.066184051,0.39238539,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.627943037749055,stata_normal_normal_weighted_by_n_students_regression,-0.0811590862288435,-0.0781981253658577
40110,All,log_program_income_full_clp_m1,90,757999,0.24980396,0.14281204,0.078239851,0.45768431,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.547041285220479,stata_normal_normal_weighted_by_n_students_regression,0.0781240837654744,0.0810850446284601
40114,All,log_program_income_full_clp_m1,549,757999,0.07982564,-0.027166277,0.037542768,0.42889526,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.839877918097855,stata_normal_normal_weighted_by_n_students_regression,-0.0228163563180194,-0.0198553954550336
40115,All,log_program_income_full_clp_m1,64,757999,-0.064143382,-0.17113531,0.057153087,0.34395513,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.693559774158678,stata_normal_normal_weighted_by_n_students_regression,-0.118692564439676,-0.11573160357669
40125,All,log_program_income_full_clp_m1,184,757999,0.37237537,0.26538345,0.045693643,0.45649058,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.779776283286139,stata_normal_normal_weighted_by_n_students_regression,0.206939721976206,0.209900682839192
40126,All,log_program_income_full_clp_m1,290,757999,0.044564873,-0.062427044,0.032774985,0.43036404,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.873133198665625,stata_normal_normal_weighted_by_n_students_regression,-0.0545071245412059,-0.0515461636782201
40146,All,log_program_income_full_clp_m1,8,757999,-0.19998781,-0.30697975,0.15842335,0.1815908,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.227538937630703,stata_normal_normal_weighted_by_n_students_regression,-0.0698498452222471,-0.0668888843592614
40155,All,log_program_income_full_clp_m1,156,757999,0.057344459,-0.049647458,0.044631314,0.42750046,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.787749022084233,stata_normal_normal_weighted_by_n_students_regression,-0.0391097364156177,-0.0361487755526319
40160,All,log_program_income_full_clp_m1,95,757999,-0.13330445,-0.24029636,0.0469313,0.26974025,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.770460251070482,stata_normal_normal_weighted_by_n_students_regression,-0.18513879681662,-0.182177835953634
40186,All,log_program_income_full_clp_m1,63,757999,-0.043315142,-0.15030706,0.058070615,0.34794587,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.686748549498051,stata_normal_normal_weighted_by_n_students_regression,-0.103223154956829,-0.100262194093843
40194,All,log_program_income_full_clp_m1,279,757999,0.19020444,0.083212525,0.034789443,0.45591679,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.859319999613669,stata_normal_normal_weighted_by_n_students_regression,0.0715061866470755,0.0744671475100613
40202,All,log_program_income_full_clp_m1,68,757999,0.12076568,0.013773763,0.09269473,0.41853964,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.462485207934552,stata_normal_normal_weighted_by_n_students_regression,0.0063701614501421,0.0093311223131279
40205,All,log_program_income_full_clp_m1,1,757999,-0.1309536,-0.23794551,0.62016362,,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.0188597542396061,stata_normal_normal_weighted_by_n_students_regression,-0.0044875939134478,-0.001526633050462
40206,All,log_program_income_full_clp_m1,29,757999,0.20754932,0.10055739,0.083062842,0.49329764,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.517264785249968,stata_normal_normal_weighted_by_n_students_regression,0.0520147989635353,0.0549757598265211
40208,All,log_program_income_full_clp_m1,39,757999,0.085843004,-0.021148913,0.072833702,0.47269875,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.582227430206076,stata_normal_normal_weighted_by_n_students_regression,-0.0123134770550564,-0.0093525161920706
40230,All,log_program_income_full_clp_m1,87,757999,0.052783664,-0.054208253,0.051731765,0.37321928,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.734219550733386,stata_normal_normal_weighted_by_n_students_regression,-0.0398007588642999,-0.0368397980013141
40231,All,log_program_income_full_clp_m1,124,757999,0.21953763,0.11254571,0.055719975,0.45049927,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.704246919128457,stata_normal_normal_weighted_by_n_students_regression,0.0792599721814848,0.0822209330444706
40248,All,log_program_income_full_clp_m1,1,757999,-0.30995774,-0.41694966,0.43723524,,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.0372313796020853,stata_normal_normal_weighted_by_n_students_regression,-0.0155236110862288,-0.012562650223243
40251,All,log_program_income_full_clp_m1,484,757999,0.21826664,0.11127471,0.042795137,0.40605569,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.801458110240432,stata_normal_normal_weighted_by_n_students_regression,0.0891820202196554,0.0921429810826411
40252,All,log_program_income_full_clp_m1,359,757999,0.095952585,-0.011039331,0.025596438,0.43134874,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.918592494386587,stata_normal_normal_weighted_by_n_students_regression,-0.0101406462572771,-0.0071796853942914
40256,All,log_program_income_full_clp_m1,411,757999,0.034454953,-0.072536968,0.028072949,0.41822028,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.903668620306165,stata_normal_normal_weighted_by_n_students_regression,-0.0655493815214405,-0.0625884206584547
40278,All,log_program_income_full_clp_m1,83,757999,0.24773122,0.14073931,0.067187481,0.49245071,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.620885323853813,stata_normal_normal_weighted_by_n_students_regression,0.0873829700722767,0.0903439309352625
40282,All,log_program_income_full_clp_m1,2,757999,-0.47224519,-0.5792371,0.31029886,0.48907405,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.0713065664226822,stata_normal_normal_weighted_by_n_students_regression,-0.041303409026488,-0.0383424481635022
40284,All,log_program_income_full_clp_m1,117,757999,0.1154082,0.0084162792,0.050349016,0.44288552,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.744658409843827,stata_normal_normal_weighted_by_n_students_regression,0.006267253090748,0.0092282139537337
40285,All,log_program_income_full_clp_m1,121,757999,0.1877767,0.080784783,0.055226468,0.43297204,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.707939337671142,stata_normal_normal_weighted_by_n_students_regression,0.0571907255955012,0.0601516864584869
40288,All,log_program_income_full_clp_m1,13,757999,-0.0002089084,-0.10720082,0.12336913,0.41626903,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.326935057983647,stata_normal_normal_weighted_by_n_students_regression,-0.0350477075448136,-0.0320867466818279
40289,All,log_program_income_full_clp_m1,305,757999,0.10179187,-0.0052000415,0.056610707,0.4693011,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.697597894105928,stata_normal_normal_weighted_by_n_students_regression,-0.0036275379814355,-0.0006665771184497
40295,All,log_program_income_full_clp_m1,209,757999,0.11835963,0.011367708,0.038355689,0.51150775,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.834031862434756,stata_normal_normal_weighted_by_n_students_regression,0.009481031039589,0.0124419919025748
40298,All,log_program_income_full_clp_m1,284,757999,0.067310974,-0.039680943,0.031046417,0.44685504,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.88465955458782,stata_normal_normal_weighted_by_n_students_regression,-0.035104125269591,-0.0321431644066052
40299,All,log_program_income_full_clp_m1,84,757999,0.18390781,0.07691589,0.067444853,0.48330742,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.619083736202356,stata_normal_normal_weighted_by_n_students_regression,0.0476173765272265,0.0505783373902122
40301,All,log_program_income_full_clp_m1,345,757999,-0.073367409,-0.18035932,0.040344946,0.40415791,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.819557036141012,stata_normal_normal_weighted_by_n_students_regression,-0.147814748805707,-0.144853787942721
40305,All,log_program_income_full_clp_m1,164,757999,0.20495586,0.097963944,0.056328773,0.34525931,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.699700183058459,stata_normal_normal_weighted_by_n_students_regression,0.0685453895931628,0.0715063504561486
40308,All,log_program_income_full_clp_m1,68,757999,-0.097040199,-0.20403211,0.054834679,0.30344591,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.710874672199495,stata_normal_normal_weighted_by_n_students_regression,-0.145041258036664,-0.142080297173678
40310,All,log_program_income_full_clp_m1,176,757999,0.10530377,-0.001688142,0.053948428,0.46926492,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.717526350459267,stata_normal_normal_weighted_by_n_students_regression,-0.0012112863484127,0.0017496745145731
40316,All,log_program_income_full_clp_m1,110,757999,0.19823152,0.091239601,0.048371218,0.40019065,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.7595970434216,stata_normal_normal_weighted_by_n_students_regression,0.0693053314376115,0.0722662923005973
40319,All,log_program_income_full_clp_m1,272,757999,0.10802875,0.0010368319,0.051172182,0.44696707,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.738442559054322,stata_normal_normal_weighted_by_n_students_regression,0.0007656407744474,0.0037266016374332
40320,All,log_program_income_full_clp_m1,420,757999,0.12039657,0.013404654,0.030633226,0.45970309,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.887365715153048,stata_normal_normal_weighted_by_n_students_regression,0.0118948306797462,0.0148557915427319
40321,All,log_program_income_full_clp_m1,42,757999,-0.16076031,-0.26775223,0.069919288,0.31659898,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.601950399056363,stata_normal_normal_weighted_by_n_students_regression,-0.161173561812054,-0.158212600949068
40334,All,log_program_income_full_clp_m1,4,757999,-0.3318215,-0.43881342,0.25345826,0.027209623,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.103204370649403,stata_normal_normal_weighted_by_n_students_regression,-0.045287462685489,-0.0423265018225032
40335,All,log_program_income_full_clp_m1,11,757999,0.018040024,-0.088951893,0.13428682,0.52215415,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.290764409429272,stata_normal_normal_weighted_by_n_students_regression,-0.025864044705558,-0.0229030838425723
40338,All,log_program_income_full_clp_m1,20,757999,-0.06990055,-0.17689246,0.099504463,0.38380954,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.42748408462538,stata_normal_normal_weighted_by_n_students_regression,-0.0756187111015015,-0.0726577502385158
40340,All,log_program_income_full_clp_m1,148,757999,0.0028709264,-0.10412099,0.058600139,0.42009202,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.682829864534239,stata_normal_normal_weighted_by_n_students_regression,-0.0710969229588606,-0.0681359620958748
40343,All,log_program_income_full_clp_m1,224,757999,0.15563338,0.048641466,0.037211198,0.4233866,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.842249555052219,stata_normal_normal_weighted_by_n_students_regression,0.0409682527565424,0.0439292136195282
40351,All,log_program_income_full_clp_m1,167,757999,0.13539554,0.028403621,0.045486666,0.44252214,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.781331573027386,stata_normal_normal_weighted_by_n_students_regression,0.0221926459980425,0.0251536068610282
40352,All,log_program_income_full_clp_m1,101,757999,0.094268434,-0.012723483,0.050521649,0.38628438,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.743354564716017,stata_normal_normal_weighted_by_n_students_regression,-0.0094580592844889,-0.0064970984215031
40354,All,log_program_income_full_clp_m1,22,757999,0.01076189,-0.09623003,0.10622661,0.59209287,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.395830733073893,stata_normal_normal_weighted_by_n_students_regression,-0.0380908033644033,-0.0351298425014175
40370,All,log_program_income_full_clp_m1,114,757999,0.085418575,-0.021573344,0.063316807,0.47307038,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.648392313204514,stata_normal_normal_weighted_by_n_students_regression,-0.0139879905917954,-0.0110270297288096
40371,All,log_program_income_full_clp_m1,197,757999,0.11452213,0.0075302096,0.051001891,0.43822917,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.739728148819563,stata_normal_normal_weighted_by_n_students_regression,0.005570308004305,0.0085312688672907
40381,All,log_program_income_full_clp_m1,18,757999,0.021589123,-0.085402794,0.10498136,0.30964339,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.401484343024797,stata_normal_normal_weighted_by_n_students_regression,-0.0342878847366602,-0.0313269238736745
40390,All,log_program_income_full_clp_m1,4,757999,-0.12783484,-0.23482676,0.23016894,0.38472268,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.122459194926172,stata_normal_normal_weighted_by_n_students_regression,-0.0287566958256175,-0.0257957349626318
40393,All,log_program_income_full_clp_m1,55,757999,0.068080425,-0.038911488,0.091307379,0.42950571,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.469990688615533,stata_normal_normal_weighted_by_n_students_regression,-0.0182880370159374,-0.0153270761529516
40399,All,log_program_income_full_clp_m1,74,757999,0.058766525,-0.048225392,0.062319431,0.41957223,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.655597266816233,stata_normal_normal_weighted_by_n_students_regression,-0.0316164349735214,-0.0286554741105357
40400,All,log_program_income_full_clp_m1,58,757999,0.1322789,0.02528698,0.059949975,0.4508734,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.672884545398548,stata_normal_normal_weighted_by_n_students_regression,0.0170152180118792,0.0199761788748649
40406,All,log_program_income_full_clp_m1,90,757999,0.014663532,-0.092328385,0.047394026,0.45302245,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.766971548268908,stata_normal_normal_weighted_by_n_students_regression,-0.0708132440319413,-0.0678522831689555
40407,All,log_program_income_full_clp_m1,55,757999,-0.0099073872,-0.1168993,0.061601829,0.29212564,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.660808313813499,stata_normal_normal_weighted_by_n_students_regression,-0.0772480320353696,-0.0742870711723839
40414,All,log_program_income_full_clp_m1,88,757999,-0.12576282,-0.23275474,0.047638793,0.3319132,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.765125173842494,stata_normal_normal_weighted_by_n_students_regression,-0.178086508724542,-0.175125547861556
40422,All,log_program_income_full_clp_m1,349,757999,-7.3974559e-05,-0.10706589,0.030337941,0.42546362,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.889287449669726,stata_normal_normal_weighted_by_n_students_regression,-0.0952123555677236,-0.0922513947047379
40429,All,log_program_income_full_clp_m1,43,757999,-0.15067053,-0.25766245,0.067988656,0.31026816,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.615289024666426,stata_normal_normal_weighted_by_n_students_regression,-0.158536874680049,-0.155575913817063
40435,All,log_program_income_full_clp_m1,19,757999,0.11109515,0.0041032317,0.10111715,0.48164681,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.419633535093212,stata_normal_normal_weighted_by_n_students_regression,0.00172185360631,0.0046828144692957
40436,All,log_program_income_full_clp_m1,59,757999,0.10872422,0.0017323034,0.06080972,0.40986338,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.666585560933456,stata_normal_normal_weighted_by_n_students_regression,0.0011547284291966,0.0041156892921823
40447,All,log_program_income_full_clp_m1,68,757999,-0.16607425,-0.27306616,0.059235886,0.25836962,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.678137678922807,stata_normal_normal_weighted_by_n_students_regression,-0.185176454023709,-0.182215493160723
40457,All,log_program_income_full_clp_m1,94,757999,-0.066346735,-0.17333865,0.049462553,0.32045048,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.751354570028503,stata_normal_normal_weighted_by_n_students_regression,-0.130238788094241,-0.127277827231255
41009,All,log_program_income_full_clp_m1,167,757999,0.30281132,0.19581941,0.040695827,0.45967713,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.816981676565402,stata_normal_normal_weighted_by_n_students_regression,0.159980868001313,0.162941828864299
41063,All,log_program_income_full_clp_m1,9,757999,-0.2521553,-0.35914722,0.15548486,0.23256251,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.234187526265446,stata_normal_normal_weighted_by_n_students_regression,-0.0841077992439873,-0.0811468383810016
41099,All,log_program_income_full_clp_m1,47,757999,0.041345906,-0.065646015,0.065053433,0.44740322,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.635958066268368,stata_normal_normal_weighted_by_n_students_regression,-0.0417481128393924,-0.0387871519764066
41109,All,log_program_income_full_clp_m1,102,757999,0.10674702,-0.00024489494,0.04368047,0.50963396,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.79486097797866,stata_normal_normal_weighted_by_n_students_regression,-0.0001946574374878,0.002766303425498
41135,All,log_program_income_full_clp_m1,116,757999,0.090052463,-0.016939454,0.042759601,0.51569152,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.801722347673215,stata_normal_normal_weighted_by_n_students_regression,-0.0135807386605797,-0.010619777797594
41173,All,log_program_income_full_clp_m1,6,757999,-0.45372796,-0.56071985,0.18256859,0.15823913,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.181536747260688,stata_normal_normal_weighted_by_n_students_regression,-0.101791257302123,-0.0988302964391377
41264,All,log_program_income_full_clp_m1,17,757999,0.12577221,0.018780287,0.11150303,0.50908506,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.372893866913201,stata_normal_normal_weighted_by_n_students_regression,0.0070030539506725,0.0099640148136583
41295,All,log_program_income_full_clp_m1,6,757999,-0.20066118,-0.3076531,0.17877206,0.12729809,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.187865197252683,stata_normal_normal_weighted_by_n_students_regression,-0.0577973102148205,-0.0548363493518347
41349,All,log_program_income_full_clp_m1,16,757999,-0.2052701,-0.31226203,0.10988974,0.43094042,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.379734935012036,stata_normal_normal_weighted_by_n_students_regression,-0.118576801105058,-0.115615840242072
41374,All,log_program_income_full_clp_m1,3,757999,-0.099995837,-0.20698775,0.25281474,0.2278035,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.103675897299536,stata_normal_normal_weighted_by_n_students_regression,-0.0214596411080067,-0.018498680245021
41375,All,log_program_income_full_clp_m1,4,757999,-0.17991222,-0.28690416,0.22125731,0.061242647,stata_areg_centered_student_vce_unadjusted,0.0073929455932413,0.0859822399873447,0.131202156214338,stata_normal_normal_weighted_by_n_students_regression,-0.0376424439531358,-0.0346814830901501
