cohort_gr8,income_measure_key,income_measure_label,income_measure_order,outcome,outcome_key,outcome_label,plot_order,target_percentile,target_percentile_label,window_lower_percentile,window_upper_percentile,n_students_total,n_students,income_4to_cutpoint,log_income_4to_cutpoint,mean_income_4to,mean_log_income_4to,mean_attended_va_eb,sd_attended_va_eb,se_attended_va_eb
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,180741,9037,250000,12.4292161968444,250000,12.4292161968444,-0.0874967223129702,0.104395422757501,0.00109816934456453
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,184129,9206,250000,12.4292161968444,250000,12.4292161968444,-0.08481732491685,0.105630146154736,0.00110091146725351
2013,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,173561,8678,250000,12.4292161968444,287111.085503572,12.5551251164234,-0.0802351042917443,0.107399527846571,0.00115290241580621
2014,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,180650,9033,3e+05,12.6115377536383,297581.091553194,12.5904017729608,-0.0779699129693209,0.108819292124903,0.00114495888429928
2015,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,177189,8860,350000,12.7656884334656,318673.81489842,12.6613353614673,-0.0689634250930919,0.111558557271925,0.00118518467765883
2016,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,177738,8887,350000,12.7656884334656,324412.062563295,12.6806001553964,-0.0642533266026551,0.111130596117692,0.00117884323042981
2017,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,165452,8273,350000,12.7656884334656,350000,12.7656884334656,-0.0575155159137316,0.114158419461593,0.0012550945250811
2018,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,179348,8967,350000,12.7656884334656,350000,12.7656884334656,-0.0556601904599361,0.11414279483708,0.00120538259813962
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,180741,9038,350000,12.7656884334656,350000,12.7656884334656,-0.0569449185615186,0.112445327199564,0.0011827834634924
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,50,p50,47.5,52.5,184129,9206,350000,12.7656884334656,350000,12.7656884334656,-0.0577744859170544,0.11147544597304,0.00116183306808211
2013,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,173561,8678,350000,12.7656884334656,395482.830145195,12.8804143688472,-0.0458296891882004,0.112199490262044,0.00120442860382152
2014,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,180650,9032,450000,13.0170028617465,406117.139061116,12.9071260354468,-0.0419502632811637,0.114647587693724,0.00120634896708198
2015,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,177189,8859,450000,13.0170028617465,424274.748842985,12.9527889000987,-0.0331646181060694,0.114157456964873,0.00121286352297003
2016,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,177738,8886,450000,13.0170028617465,433170.155300473,12.9751279469689,-0.0295393013402813,0.112992968692011,0.00119866621491644
2017,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,165452,8273,450000,13.0170028617465,450000,13.0170028617465,-0.0220688100625948,0.113558261098846,0.00124849619025116
2018,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,179348,8967,450000,13.0170028617465,450000,13.0170028617465,-0.0225084306526605,0.11300852419597,0.00119340435549779
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,180741,9037,450000,13.0170028617465,450000,13.0170028617465,-0.0233825967816986,0.112972108626122,0.00118839028768729
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,75,p75,72.5,77.5,184129,9206,450000,13.0170028617465,450000,13.0170028617465,-0.02347421996742,0.111939701794257,0.0011666716920538
2013,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,173561,8678,550000,13.2176735572087,615536.413920258,13.3232643406513,0.00950286911749524,0.117807769692683,0.00126463183779976
2014,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,180650,9033,7e+05,13.4588356140255,629757.555629359,13.3461604506753,0.0121598951999631,0.119992699331355,0.00126252160318038
2015,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,177189,8859,7e+05,13.4588356140255,647722.654927193,13.375038189814,0.0193196293138969,0.118647332127594,0.00126056610808656
2016,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,177738,8887,7e+05,13.4588356140255,650444.469449758,13.3794207317937,0.0194339579343454,0.119282931472573,0.00126532099335945
2017,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,165452,8273,7e+05,13.4588356140255,682675.571135018,13.4312584525108,0.0266589337473504,0.121883056843102,0.00134002168272304
2018,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,179348,8967,7e+05,13.4588356140255,676848.444295751,13.4218839017429,0.0206227111232841,0.119823349004192,0.00126537097629875
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,180741,9037,7e+05,13.4588356140255,678886.798716388,13.425154152508,0.0233011626980237,0.119753055092566,0.00125972126504133
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,184129,9207,7e+05,13.4588356140255,682689.801238188,13.4312407150595,0.0244222147763983,0.119217330041964,0.00124245400311526
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,168299,8415,150000,11.9183905730784,150000,11.9183905730784,-0.038349106393512,0.110826825048042,0.00120814158046921
