school_rbd,highinst_va,highpay_va,income_va,math_va,highinst_n,highpay_n,income_n,math_n,math_highinst_highpay_math_orth_va,math_highinst_highpay_highinst_orth_va,math_highinst_highpay_highpay_orth_va
649,0.0256062083349163,0.0022762149736947,0.0252922257199134,0.0348604194512101,405,381,405,354,0.0615696449591416,0.00743281305414537,-0.000707876780817647
656,-0.0219390994604606,0.0676662772194517,0.0422187027648121,-0.134422589274817,211,198,211,148,-0.107713363766886,0.0098143661547877,0.0733933209920846
664,0.0209698032262329,-0.007198314049629,0.0223120428580819,0.0017709802938026,191,178,191,167,0.0284802058017341,0.0125555198514472,-0.00864354351615224
665,-0.0140202607727265,-0.0060264039243876,-0.101307559282556,-0.215321450658204,361,337,361,202,-0.188612225150272,0.041592812663361,0.00278537594483879
666,0.0023004574983016,-0.0033166423804871,-0.0148656440637536,,1,1,1,,,,
668,0.0370256867350482,0.0095825006220517,0.0356419907837509,-0.0963362852247903,94,84,94,86,-0.0696270597168588,0.0575463084951482,0.0116511091362815
690,0.0043908559444629,-0.0211558133501467,0.0431533262258536,-0.0918763370776694,277,251,277,260,-0.0651671115697379,0.0235960993188612,-0.0181242028244989
701,-0.0205134975086393,-0.0205251213542057,-0.037135953764304,-0.0195851834733401,288,278,288,161,0.0071240420345914,-0.0226291793539568,-0.0196226545396425
704,-0.0128768699670917,-0.0281467395426451,0.0514958803651147,0.0362203088693197,568,533,568,525,0.0629295343772512,-0.0314513392264201,-0.029833142164662
705,-0.051025943810458,0.0997508074223169,-0.0548356224095754,-0.202458499612196,876,852,876,457,-0.175749274104265,0.000793442518935178,0.10933004234063
706,6.13586219343e-05,-0.0004425344424129,-0.0126553299678575,,1,1,1,,,,
709,0.0018611039789243,-0.0028152432616908,-0.0113754898051222,,1,1,1,,,,
712,-0.0041527509431941,-0.0013625282413886,-0.0130970896728216,0.153111727912841,1,1,1,1,0.179820953420773,-0.0572021604959655,-0.00821574046508067
763,-0.0320450513323227,-0.022474140196223,0.0012158100305358,-0.107485156743866,329,306,329,287,-0.0807759312359345,-0.00823627819974008,-0.0175114002170416
766,-0.0382412740237823,-0.0316412296003052,-0.042179432242772,-0.0065482439550921,506,487,506,458,0.0201609815528394,-0.0442019576252465,-0.0306569346814912
767,0.0227864187633345,0.0210766808527445,0.0812738693742644,-0.0375911859153521,131,117,131,120,-0.0108819604074206,0.0259812709520066,0.0212040216770654
768,-0.0517469675561195,-0.0748133611829855,-0.0646726468035321,-0.099647081228292,740,691,740,467,-0.0729378557203605,-0.0302498883667365,-0.0694831779465085
769,0.139003058057017,0.0628995512370199,0.0963903188207336,0.220072645991151,344,327,344,337,0.246781871499083,0.0662047766740185,0.0482247318793762
770,0.298285531155109,0.0088898919710702,0.0643793741673399,0.561008868301836,147,144,147,143,0.587718093809768,0.124934480336942,-0.0255646646674517
772,-0.053013268283224,0.0475380222409746,-0.0370953457000194,-0.167340984871372,386,361,386,203,-0.140631759363441,-0.0115511368648457,0.0557271671826378
774,0.0926000036961501,0.0046498626905059,0.0031694860904899,-0.0683733056674809,69,62,69,64,-0.0416640801595494,0.104873467037324,0.00360022837021771
799,0.0118246490811644,-0.0198827201353295,-0.0135222550594373,-0.229048191136633,174,169,174,102,-0.202338965628701,0.0714861681798136,-0.0114097331396417
800,0.0115839530797246,0.001511286536841,-0.0011411475706785,,1,1,1,,,,
802,-0.0261760173529069,-0.0080422870950877,-0.0566053975573717,-0.145926477290202,389,368,389,224,-0.119217251782271,0.0089703051180289,-0.0016878667398669
803,0.0110275478452746,0.0022566578855479,-0.0001175798049362,,1,1,1,,,,
845,0.0247524562976118,-0.0295018908073935,-0.0121698021383995,-0.15397387694708,335,315,335,295,-0.127264651439149,0.0622722089566528,-0.0246050796492479
892,-0.0144202663113061,-0.0067255747309803,0.0153492639768631,,1,1,1,,,,
908,0.0023817841928231,-0.001365101951618,-0.0068003647272975,,1,1,1,,,,
964,0.0068028695746573,-0.0070628084326437,-0.0714104823129781,-0.0123056652389581,14,14,14,1,0.0144035602689734,0.0025402298213183,-0.00742425872402543
967,-0.0331599803550158,0.0524963990084591,0.0276293885925216,-0.163765315086474,284,266,284,234,-0.137056089578542,0.0072475740606012,0.0598382429992209
968,-0.0060441109384778,0.0775427611563654,-0.0246574287297726,-0.268826864686555,367,353,367,169,-0.242117639178623,0.0653493847826413,0.0882983671190038
982,0.0451646782384229,0.080217542045302,0.113302088383852,0.109664989023879,32,31,32,26,0.136374214531811,0.00492907265345256,0.0734351548717385
987,-0.0946383225193111,0.0292316417719046,0.0037473184787018,-0.138133630548245,303,290,303,273,-0.111424405040314,-0.0617903546097558,0.0376712734259288
