z_math_bin,z_verbal_bin,n_students
-3.55,-4.15,2
-3.55,-2.25,1
-3.55,-2.15,1
-3.55,-1.85,1
-3.55,-1.75,1
-3.55,-1.55,1
-3.55,-1.35,1
-3.55,-1.25,1
-3.55,-1.15,1
-3.55,-0.95,1
-3.55,-0.85,1
-3.55,-0.35,1
-3.55,-0.25,2
-3.55,-0.05,1
-3.55,0.05,1
-3.25,-3.25,1
-3.25,-1.85,1
-3.25,-1.45,1
-3.25,-1.25,1
-3.25,-0.65,1
-3.25,-0.15,2
-3.05,-2.75,1
-3.05,-2.55,1
-3.05,-1.65,1
-3.05,-1.45,1
-3.05,-1.15,1
-3.05,-0.85,1
-2.95,-2.55,1
-2.95,-1.25,1
-2.95,-0.75,1
-2.95,-0.65,1
-2.95,-0.55,1
-2.95,-0.45,2
-2.95,-0.35,1
-2.95,-0.25,1
-2.95,-0.15,1
-2.95,0.05,1
-2.85,-2.65,3
-2.85,-2.35,1
-2.85,-2.25,1
-2.85,-2.15,1
-2.85,-1.85,2
-2.85,-1.65,1
-2.85,-1.55,2
-2.85,-1.45,1
-2.85,-1.35,1
-2.85,-1.15,2
-2.85,-1.05,5
-2.85,-0.95,2
-2.85,-0.75,1
-2.85,-0.65,1
-2.85,-0.55,2
-2.85,-0.45,2
-2.85,-0.25,1
-2.85,0.05,1
-2.85,0.45,1
-2.85,0.55,1
-2.75,-2.65,1
-2.75,-2.55,1
-2.75,-2.45,1
-2.75,-2.15,1
-2.75,-1.95,1
-2.75,-1.85,2
-2.75,-1.75,1
-2.75,-1.55,1
-2.75,-1.45,4
-2.75,-1.35,3
-2.75,-1.25,4
-2.75,-1.15,2
-2.75,-1.05,2
-2.75,-0.95,5
-2.75,-0.85,4
-2.75,-0.75,2
-2.75,-0.65,4
-2.75,-0.45,4
-2.75,-0.35,3
-2.75,-0.15,2
-2.75,-0.05,2
-2.75,0.05,5
-2.75,0.15,1
-2.75,0.25,1
-2.75,0.35,2
-2.75,0.45,3
-2.75,0.55,3
-2.75,1.05,1
-2.75,1.15,1
-2.65,-3.25,1
-2.65,-3.15,1
-2.65,-2.75,1
-2.65,-2.65,1
-2.65,-2.55,4
-2.65,-2.45,3
-2.65,-2.35,2
-2.65,-2.25,3
-2.65,-2.15,2
-2.65,-2.05,2
-2.65,-1.95,6
-2.65,-1.85,9
-2.65,-1.75,2
-2.65,-1.65,7
-2.65,-1.55,2
-2.65,-1.45,12
-2.65,-1.35,4
-2.65,-1.25,12
-2.65,-1.15,9
-2.65,-1.05,10
-2.65,-0.95,8
-2.65,-0.85,7
-2.65,-0.75,11
-2.65,-0.65,15
-2.65,-0.55,8
-2.65,-0.45,11
-2.65,-0.35,10
-2.65,-0.25,5
-2.65,-0.15,4
-2.65,-0.05,5
-2.65,0.05,6
-2.65,0.15,2
-2.65,0.25,2
-2.65,0.35,1
-2.65,0.45,6
-2.65,0.55,1
-2.65,0.65,1
-2.65,0.75,1
-2.65,0.85,1
-2.65,0.95,2
-2.65,1.25,1
-2.55,-2.95,1
-2.55,-2.65,7
-2.55,-2.55,5
-2.55,-2.45,4
-2.55,-2.35,4
-2.55,-2.25,8
-2.55,-2.15,10
-2.55,-2.05,8
-2.55,-1.95,8
-2.55,-1.85,18
-2.55,-1.75,7
-2.55,-1.65,17
-2.55,-1.55,10
-2.55,-1.45,19
-2.55,-1.35,9
-2.55,-1.25,24
-2.55,-1.15,28
-2.55,-1.05,25
-2.55,-0.95,27
-2.55,-0.85,30
-2.55,-0.75,19
-2.55,-0.65,21
-2.55,-0.55,15
-2.55,-0.45,22
-2.55,-0.35,29
-2.55,-0.25,12
-2.55,-0.15,13
-2.55,-0.05,13
-2.55,0.05,13
-2.55,0.15,5
-2.55,0.25,5
-2.55,0.35,4
-2.55,0.45,8
-2.55,0.55,4
-2.55,0.65,6
-2.55,0.75,2
-2.55,0.85,2
-2.55,1.05,2
-2.55,1.15,1
-2.55,1.35,1
-2.55,1.45,1
-2.55,1.55,1
-2.55,1.65,1
-2.45,-2.65,2
-2.45,-2.55,5
-2.45,-2.45,1
-2.45,-2.35,4
-2.45,-2.25,1
-2.45,-2.15,7
-2.45,-2.05,10
-2.45,-1.95,1
-2.45,-1.85,18
-2.45,-1.75,18
-2.45,-1.65,22
-2.45,-1.45,17
-2.45,-1.35,20
-2.45,-1.25,20
-2.45,-1.15,34
-2.45,-1.05,35
-2.45,-0.95,19
-2.45,-0.85,22
-2.45,-0.75,30
-2.45,-0.65,31
-2.45,-0.55,10
-2.45,-0.45,26
-2.45,-0.35,13
-2.45,-0.25,11
-2.45,-0.15,10
-2.45,-0.05,17
-2.45,0.05,24
-2.45,0.15,9
-2.45,0.25,9
-2.45,0.35,7
-2.45,0.45,10
-2.45,0.55,3
-2.45,0.65,5
-2.45,0.75,3
-2.45,1.15,1
-2.35,-2.75,1
-2.35,-2.65,11
-2.35,-2.55,5
-2.35,-2.45,2
-2.35,-2.25,6
-2.35,-2.15,8
-2.35,-1.95,8
-2.35,-1.85,14
-2.35,-1.65,14
-2.35,-1.55,17
-2.35,-1.45,18
-2.35,-1.25,23
-2.35,-1.15,21
-2.35,-1.05,26
-2.35,-0.95,23
-2.35,-0.85,27
-2.35,-0.75,24
-2.35,-0.65,21
-2.35,-0.55,16
-2.35,-0.45,14
-2.35,-0.35,38
-2.35,-0.25,13
-2.35,-0.15,11
-2.35,-0.05,12
-2.35,0.05,9
-2.35,0.15,7
-2.35,0.25,3
-2.35,0.35,6
-2.35,0.45,6
-2.35,0.55,1
-2.35,0.65,3
-2.35,0.75,6
-2.35,0.85,3
-2.35,0.95,1
-2.35,1.25,1
-2.35,1.35,1
-2.35,1.65,1
-2.25,-2.65,3
-2.25,-2.55,8
-2.25,-2.35,8
-2.25,-2.25,1
-2.25,-2.15,16
-2.25,-2.05,19
-2.25,-1.85,27
-2.25,-1.75,32
-2.25,-1.65,34
-2.25,-1.55,2
-2.25,-1.45,36
-2.25,-1.35,47
-2.25,-1.25,35
-2.25,-1.15,47
-2.25,-1.05,49
-2.25,-0.95,52
-2.25,-0.85,45
-2.25,-0.75,45
-2.25,-0.65,43
-2.25,-0.55,40
-2.25,-0.45,40
-2.25,-0.35,39
-2.25,-0.25,38
-2.25,-0.15,33
-2.25,-0.05,24
-2.25,0.05,41
-2.25,0.15,11
-2.25,0.25,12
-2.25,0.35,16
-2.25,0.45,13
-2.25,0.55,6
-2.25,0.65,3
-2.25,0.75,7
-2.25,0.85,2
-2.25,0.95,2
-2.25,1.05,3
-2.25,1.15,2
-2.25,1.85,1
-2.15,-3.05,1
-2.15,-2.55,2
-2.15,-2.45,2
-2.15,-2.35,1
-2.15,-2.25,2
-2.15,-1.85,6
-2.15,-1.75,8
-2.15,-1.65,5
-2.15,-1.55,7
-2.15,-1.45,2
-2.15,-1.35,5
-2.15,-1.25,1
-2.15,-1.15,2
-2.15,-1.05,1
-2.15,-0.95,4
-2.15,-0.85,1
-2.15,-0.75,3
-2.15,-0.65,1
-2.15,-0.55,1
-2.15,-0.35,1
-2.15,-0.25,1
-2.15,-0.15,2
-2.15,0.15,1
-2.15,0.25,1
-2.15,0.55,1
-2.15,0.65,1
-2.05,-3.25,1
-2.05,-3.15,1
-2.05,-2.95,1
-2.05,-2.85,3
-2.05,-2.65,8
-2.05,-2.55,8
-2.05,-2.45,12
-2.05,-2.35,3
-2.05,-2.25,14
-2.05,-2.15,20
-2.05,-2.05,7
-2.05,-1.95,29
-2.05,-1.85,38
-2.05,-1.75,17
-2.05,-1.65,51
-2.05,-1.55,53
-2.05,-1.45,41
-2.05,-1.35,10
-2.05,-1.25,34
-2.05,-1.15,56
-2.05,-1.05,43
-2.05,-0.95,48
-2.05,-0.85,57
-2.05,-0.75,58
-2.05,-0.65,48
-2.05,-0.55,38
-2.05,-0.45,45
-2.05,-0.35,71
-2.05,-0.25,24
-2.05,-0.15,34
-2.05,-0.05,14
-2.05,0.05,16
-2.05,0.15,30
-2.05,0.25,15
-2.05,0.35,13
-2.05,0.45,17
-2.05,0.55,5
-2.05,0.65,8
-2.05,0.75,10
-2.05,0.85,9
-2.05,0.95,2
-2.05,1.05,3
-2.05,1.15,4
-2.05,1.25,3
-2.05,1.65,1
-2.05,2.35,1
-1.95,-3.65,1
-1.95,-2.95,1
-1.95,-2.85,1
-1.95,-2.75,4
-1.95,-2.65,9
-1.95,-2.55,22
-1.95,-2.45,2
-1.95,-2.35,22
-1.95,-2.25,7
-1.95,-2.15,31
-1.95,-2.05,49
-1.95,-1.95,5
-1.95,-1.85,50
-1.95,-1.75,63
-1.95,-1.65,96
-1.95,-1.55,12
-1.95,-1.45,88
-1.95,-1.35,92
-1.95,-1.25,105
-1.95,-1.15,104
-1.95,-1.05,112
-1.95,-0.95,74
-1.95,-0.85,100
-1.95,-0.75,93
-1.95,-0.65,86
-1.95,-0.55,80
-1.95,-0.45,84
-1.95,-0.35,55
-1.95,-0.25,81
-1.95,-0.15,64
-1.95,-0.05,57
-1.95,0.05,92
-1.95,0.15,51
-1.95,0.25,27
-1.95,0.35,26
-1.95,0.45,14
-1.95,0.55,12
-1.95,0.65,13
-1.95,0.75,14
-1.95,0.85,9
-1.95,0.95,6
-1.95,1.05,3
-1.95,1.15,4
-1.95,1.25,1
-1.95,1.35,2
-1.95,1.45,1
-1.95,1.75,1
-1.95,2.05,1
-1.85,-3.85,1
-1.85,-2.95,1
-1.85,-2.75,2
-1.85,-2.65,2
-1.85,-2.55,4
-1.85,-2.45,4
-1.85,-2.35,1
-1.85,-2.25,7
-1.85,-2.15,9
-1.85,-2.05,13
-1.85,-1.95,12
-1.85,-1.85,20
-1.85,-1.75,53
-1.85,-1.65,44
-1.85,-1.55,23
-1.85,-1.45,50
-1.85,-1.35,38
-1.85,-1.25,45
-1.85,-1.15,42
-1.85,-1.05,37
-1.85,-0.95,39
-1.85,-0.85,44
-1.85,-0.75,19
-1.85,-0.65,19
-1.85,-0.55,20
-1.85,-0.45,21
-1.85,-0.35,11
-1.85,-0.25,15
-1.85,-0.15,15
-1.85,-0.05,7
-1.85,0.05,5
-1.85,0.15,4
-1.85,0.25,2
-1.85,0.45,4
-1.85,0.55,3
-1.85,0.65,2
-1.85,0.85,2
-1.85,1.05,1
-1.85,1.25,1
-1.75,-2.85,1
-1.75,-2.75,1
-1.75,-2.65,10
-1.75,-2.55,10
-1.75,-2.45,21
-1.75,-2.25,25
-1.75,-2.15,37
-1.75,-2.05,11
-1.75,-1.95,37
-1.75,-1.85,51
-1.75,-1.75,37
-1.75,-1.65,86
-1.75,-1.55,62
-1.75,-1.45,94
-1.75,-1.35,40
-1.75,-1.25,105
-1.75,-1.15,102
-1.75,-1.05,115
-1.75,-0.95,84
-1.75,-0.85,111
-1.75,-0.75,89
-1.75,-0.65,81
-1.75,-0.55,63
-1.75,-0.45,64
-1.75,-0.35,121
-1.75,-0.25,42
-1.75,-0.15,39
-1.75,-0.05,42
-1.75,0.05,33
-1.75,0.15,35
-1.75,0.25,28
-1.75,0.35,22
-1.75,0.45,51
-1.75,0.55,8
-1.75,0.65,14
-1.75,0.75,7
-1.75,0.85,9
-1.75,0.95,3
-1.75,1.05,7
-1.75,1.15,4
-1.75,1.25,3
-1.75,1.35,4
-1.75,1.65,1
-1.65,-3.65,1
-1.65,-2.95,2
-1.65,-2.85,3
-1.65,-2.75,3
-1.65,-2.65,9
-1.65,-2.55,20
-1.65,-2.45,9
-1.65,-2.35,37
-1.65,-2.25,21
-1.65,-2.15,58
-1.65,-2.05,70
-1.65,-1.95,35
-1.65,-1.85,97
-1.65,-1.75,173
-1.65,-1.65,181
-1.65,-1.55,53
-1.65,-1.45,206
-1.65,-1.35,194
-1.65,-1.25,185
-1.65,-1.15,210
-1.65,-1.05,232
-1.65,-0.95,252
-1.65,-0.85,210
-1.65,-0.75,183
-1.65,-0.65,165
-1.65,-0.55,163
-1.65,-0.45,168
-1.65,-0.35,121
-1.65,-0.25,123
-1.65,-0.15,127
-1.65,-0.05,125
-1.65,0.05,142
-1.65,0.15,61
-1.65,0.25,52
-1.65,0.35,51
-1.65,0.45,42
-1.65,0.55,41
-1.65,0.65,21
-1.65,0.75,21
-1.65,0.85,22
-1.65,0.95,17
-1.65,1.05,4
-1.65,1.15,7
-1.65,1.25,5
-1.65,1.35,3
-1.65,1.45,4
-1.65,1.55,3
-1.65,1.65,1
-1.65,1.75,1
-1.65,2.05,1
-1.55,-2.95,4
-1.55,-2.85,2
-1.55,-2.75,4
-1.55,-2.65,4
-1.55,-2.55,9
-1.55,-2.45,14
-1.55,-2.35,16
-1.55,-2.25,30
-1.55,-2.15,42
-1.55,-2.05,37
-1.55,-1.95,45
-1.55,-1.85,91
-1.55,-1.75,172
-1.55,-1.65,161
-1.55,-1.55,121
-1.55,-1.45,146
-1.55,-1.35,153
-1.55,-1.25,197
-1.55,-1.15,152
-1.55,-1.05,170
-1.55,-0.95,151
-1.55,-0.85,146
-1.55,-0.75,97
-1.55,-0.65,101
-1.55,-0.55,67
-1.55,-0.45,96
-1.55,-0.35,52
-1.55,-0.25,47
-1.55,-0.15,45
-1.55,-0.05,40
-1.55,0.05,27
-1.55,0.15,20
-1.55,0.25,19
-1.55,0.35,13
-1.55,0.45,12
-1.55,0.55,7
-1.55,0.65,3
-1.55,0.75,4
-1.55,0.85,4
-1.55,0.95,3
-1.55,1.05,2
-1.55,1.15,1
-1.55,1.25,2
-1.55,1.35,1
-1.55,1.45,1
-1.55,1.55,1
-1.55,2.75,1
-1.45,-3.85,1
-1.45,-3.25,1
-1.45,-3.15,1
-1.45,-3.05,1
-1.45,-2.95,1
-1.45,-2.85,6
-1.45,-2.75,6
-1.45,-2.65,18
-1.45,-2.55,20
-1.45,-2.45,47
-1.45,-2.35,29
-1.45,-2.25,95
-1.45,-2.15,127
-1.45,-2.05,126
-1.45,-1.95,193
-1.45,-1.85,296
-1.45,-1.75,470
-1.45,-1.65,564
-1.45,-1.55,341
-1.45,-1.45,596
-1.45,-1.35,484
-1.45,-1.25,566
-1.45,-1.15,633
-1.45,-1.05,620
-1.45,-0.95,574
-1.45,-0.85,658
-1.45,-0.75,479
-1.45,-0.65,386
-1.45,-0.55,310
-1.45,-0.45,362
-1.45,-0.35,304
-1.45,-0.25,234
-1.45,-0.15,228
-1.45,-0.05,227
-1.45,0.05,134
-1.45,0.15,118
-1.45,0.25,108
-1.45,0.35,87
-1.45,0.45,123
-1.45,0.55,57
-1.45,0.65,41
-1.45,0.75,40
-1.45,0.85,31
-1.45,0.95,29
-1.45,1.05,11
-1.45,1.15,17
-1.45,1.25,7
-1.45,1.35,5
-1.45,1.55,9
-1.45,1.65,9
-1.45,1.85,2
-1.45,1.95,1
-1.45,2.15,1
-1.45,2.65,1
-1.35,-4.15,2
-1.35,-3.65,1
-1.35,-3.45,2
-1.35,-2.85,5
-1.35,-2.75,6
-1.35,-2.65,20
-1.35,-2.55,35
-1.35,-2.45,25
-1.35,-2.35,64
-1.35,-2.25,56
-1.35,-2.15,95
-1.35,-2.05,149
-1.35,-1.95,107
-1.35,-1.85,273
-1.35,-1.75,422
-1.35,-1.65,519
-1.35,-1.55,283
-1.35,-1.45,524
-1.35,-1.35,550
-1.35,-1.25,598
-1.35,-1.15,570
-1.35,-1.05,653
-1.35,-0.95,543
-1.35,-0.85,588
-1.35,-0.75,510
-1.35,-0.65,412
-1.35,-0.55,393
-1.35,-0.45,411
-1.35,-0.35,354
-1.35,-0.25,298
-1.35,-0.15,308
-1.35,-0.05,288
-1.35,0.05,298
-1.35,0.15,161
-1.35,0.25,129
-1.35,0.35,119
-1.35,0.45,117
-1.35,0.55,84
-1.35,0.65,59
-1.35,0.75,46
-1.35,0.85,38
-1.35,0.95,21
-1.35,1.05,24
-1.35,1.15,16
-1.35,1.25,11
-1.35,1.35,8
-1.35,1.45,4
-1.35,1.55,4
-1.35,1.75,2
-1.35,1.85,2
-1.35,2.05,2
-1.35,2.25,1
-1.25,-3.25,1
-1.25,-3.05,1
-1.25,-2.95,1
-1.25,-2.85,3
-1.25,-2.75,7
-1.25,-2.65,26
-1.25,-2.55,30
-1.25,-2.45,53
-1.25,-2.35,48
-1.25,-2.25,119
-1.25,-2.15,134
-1.25,-2.05,126
-1.25,-1.95,202
-1.25,-1.85,313
-1.25,-1.75,405
-1.25,-1.65,567
-1.25,-1.55,480
-1.25,-1.45,635
-1.25,-1.35,507
-1.25,-1.25,702
-1.25,-1.15,721
-1.25,-1.05,844
-1.25,-0.95,732
-1.25,-0.85,756
-1.25,-0.75,608
-1.25,-0.65,518
-1.25,-0.55,486
-1.25,-0.45,563
-1.25,-0.35,547
-1.25,-0.25,378
-1.25,-0.15,382
-1.25,-0.05,396
-1.25,0.05,203
-1.25,0.15,186
-1.25,0.25,178
-1.25,0.35,168
-1.25,0.45,215
-1.25,0.55,105
-1.25,0.65,60
-1.25,0.75,73
-1.25,0.85,63
-1.25,0.95,42
-1.25,1.05,34
-1.25,1.15,26
-1.25,1.25,8
-1.25,1.35,17
-1.25,1.45,1
-1.25,1.55,8
-1.25,1.65,3
-1.25,1.75,2
-1.25,1.85,1
-1.25,1.95,2
-1.15,-3.25,1
-1.15,-2.95,1
-1.15,-2.85,4
-1.15,-2.75,7
-1.15,-2.65,21
-1.15,-2.55,54
-1.15,-2.45,29
-1.15,-2.35,79
-1.15,-2.25,78
-1.15,-2.15,152
-1.15,-2.05,193
-1.15,-1.95,144
-1.15,-1.85,327
-1.15,-1.75,585
-1.15,-1.65,661
-1.15,-1.55,432
-1.15,-1.45,689
-1.15,-1.35,745
-1.15,-1.25,849
-1.15,-1.15,859
-1.15,-1.05,1067
-1.15,-0.95,939
-1.15,-0.85,906
-1.15,-0.75,821
-1.15,-0.65,724
-1.15,-0.55,626
-1.15,-0.45,731
-1.15,-0.35,581
-1.15,-0.25,483
-1.15,-0.15,558
-1.15,-0.05,494
-1.15,0.05,484
-1.15,0.15,295
-1.15,0.25,249
-1.15,0.35,193
-1.15,0.45,231
-1.15,0.55,138
-1.15,0.65,88
-1.15,0.75,102
-1.15,0.85,86
-1.15,0.95,53
-1.15,1.05,44
-1.15,1.15,32
-1.15,1.25,22
-1.15,1.35,25
-1.15,1.45,5
-1.15,1.55,6
-1.15,1.65,3
-1.15,1.75,3
-1.15,1.85,3
-1.15,2.75,1
-1.05,-2.85,3
-1.05,-2.75,8
-1.05,-2.65,16
-1.05,-2.55,10
-1.05,-2.45,19
-1.05,-2.35,50
-1.05,-2.25,86
-1.05,-2.15,104
-1.05,-2.05,152
-1.05,-1.95,159
-1.05,-1.85,285
-1.05,-1.75,505
-1.05,-1.65,590
-1.05,-1.55,513
-1.05,-1.45,624
-1.05,-1.35,693
-1.05,-1.25,835
-1.05,-1.15,781
-1.05,-1.05,1035
-1.05,-0.95,898
-1.05,-0.85,844
-1.05,-0.75,757
-1.05,-0.65,645
-1.05,-0.55,580
-1.05,-0.45,757
-1.05,-0.35,509
-1.05,-0.25,447
-1.05,-0.15,527
-1.05,-0.05,491
-1.05,0.05,261
-1.05,0.15,227
-1.05,0.25,197
-1.05,0.35,158
-1.05,0.45,193
-1.05,0.55,102
-1.05,0.65,50
-1.05,0.75,99
-1.05,0.85,72
-1.05,0.95,41
-1.05,1.05,34
-1.05,1.15,33
-1.05,1.25,15
-1.05,1.35,11
-1.05,1.45,4
-1.05,1.55,7
-1.05,1.65,7
-1.05,1.75,5
-1.05,1.85,2
-1.05,1.95,2
-0.95,-3.25,1
-0.95,-3.15,1
-0.95,-3.05,1
-0.95,-2.95,1
-0.95,-2.85,1
-0.95,-2.75,13
-0.95,-2.65,36
-0.95,-2.55,43
-0.95,-2.45,62
-0.95,-2.35,47
-0.95,-2.25,145
-0.95,-2.15,194
-0.95,-2.05,180
-0.95,-1.95,276
-0.95,-1.85,464
-0.95,-1.75,676
-0.95,-1.65,898
-0.95,-1.55,610
-0.95,-1.45,1060
-0.95,-1.35,1023
-0.95,-1.25,1350
-0.95,-1.15,1249
-0.95,-1.05,1611
-0.95,-0.95,1408
-0.95,-0.85,1703
-0.95,-0.75,1413
-0.95,-0.65,1192
-0.95,-0.55,1142
-0.95,-0.45,1352
-0.95,-0.35,994
-0.95,-0.25,906
-0.95,-0.15,1050
-0.95,-0.05,985
-0.95,0.05,580
-0.95,0.15,515
-0.95,0.25,415
-0.95,0.35,364
-0.95,0.45,456
-0.95,0.55,240
-0.95,0.65,155
-0.95,0.75,180
-0.95,0.85,185
-0.95,0.95,100
-0.95,1.05,86
-0.95,1.15,52
-0.95,1.25,29
-0.95,1.35,43
-0.95,1.45,15
-0.95,1.55,28
-0.95,1.65,14
-0.95,1.75,3
-0.95,1.85,7
-0.95,1.95,5
-0.95,2.05,2
-0.95,2.15,3
-0.95,2.55,1
-0.85,-4.15,2
-0.85,-3.75,1
-0.85,-2.95,1
-0.85,-2.85,5
-0.85,-2.75,10
-0.85,-2.65,20
-0.85,-2.55,46
-0.85,-2.45,37
-0.85,-2.35,73
-0.85,-2.25,105
-0.85,-2.15,157
-0.85,-2.05,217
-0.85,-1.95,199
-0.85,-1.85,376
-0.85,-1.75,722
-0.85,-1.65,844
-0.85,-1.55,497
-0.85,-1.45,974
-0.85,-1.35,1149
-0.85,-1.25,1490
-0.85,-1.15,1403
-0.85,-1.05,1804
-0.85,-0.95,1638
-0.85,-0.85,1906
-0.85,-0.75,1601
-0.85,-0.65,1409
-0.85,-0.55,1308
-0.85,-0.45,1600
-0.85,-0.35,1036
-0.85,-0.25,1133
-0.85,-0.15,1344
-0.85,-0.05,1369
-0.85,0.05,954
-0.85,0.15,664
-0.85,0.25,529
-0.85,0.35,535
-0.85,0.45,526
-0.85,0.55,327
-0.85,0.65,214
-0.85,0.75,258
-0.85,0.85,243
-0.85,0.95,153
-0.85,1.05,116
-0.85,1.15,80
-0.85,1.25,49
-0.85,1.35,58
-0.85,1.45,27
-0.85,1.55,26
-0.85,1.65,22
-0.85,1.75,6
-0.85,1.85,5
-0.85,1.95,6
-0.85,2.05,2
-0.85,2.15,2
-0.85,2.25,2
-0.85,2.35,1
-0.85,2.45,1
-0.85,2.75,1
-0.75,-3.25,2
-0.75,-3.15,2
-0.75,-3.05,2
-0.75,-2.95,1
-0.75,-2.85,3
-0.75,-2.75,10
-0.75,-2.65,30
-0.75,-2.55,41
-0.75,-2.45,53
-0.75,-2.35,55
-0.75,-2.25,137
-0.75,-2.15,158
-0.75,-2.05,160
-0.75,-1.95,312
-0.75,-1.85,439
-0.75,-1.75,534
-0.75,-1.65,830
-0.75,-1.55,846
-0.75,-1.45,936
-0.75,-1.35,970
-0.75,-1.25,1190
-0.75,-1.15,1305
-0.75,-1.05,1636
-0.75,-0.95,1670
-0.75,-0.85,1717
-0.75,-0.75,1756
-0.75,-0.65,1372
-0.75,-0.55,1421
-0.75,-0.45,1744
-0.75,-0.35,1573
-0.75,-0.25,1213
-0.75,-0.15,1404
-0.75,-0.05,1623
-0.75,0.05,917
-0.75,0.15,845
-0.75,0.25,699
-0.75,0.35,600
-0.75,0.45,833
-0.75,0.55,440
-0.75,0.65,280
-0.75,0.75,397
-0.75,0.85,304
-0.75,0.95,207
-0.75,1.05,121
-0.75,1.15,141
-0.75,1.25,99
-0.75,1.35,81
-0.75,1.45,18
-0.75,1.55,53
-0.75,1.65,32
-0.75,1.75,13
-0.75,1.85,8
-0.75,1.95,3
-0.75,2.05,2
-0.75,2.15,5
-0.75,2.35,3
-0.75,2.45,1
-0.65,-4.15,1
-0.65,-3.15,2
-0.65,-2.95,1
-0.65,-2.85,5
-0.65,-2.75,7
-0.65,-2.65,26
-0.65,-2.55,51
-0.65,-2.45,26
-0.65,-2.35,57
-0.65,-2.25,69
-0.65,-2.15,137
-0.65,-2.05,183
-0.65,-1.95,159
-0.65,-1.85,350
-0.65,-1.75,587
-0.65,-1.65,823
-0.65,-1.55,604
-0.65,-1.45,921
-0.65,-1.35,1057
-0.65,-1.25,1306
-0.65,-1.15,1338
-0.65,-1.05,1807
-0.65,-0.95,1930
-0.65,-0.85,2333
-0.65,-0.75,2209
-0.65,-0.65,1832
-0.65,-0.55,1880
-0.65,-0.45,2218
-0.65,-0.35,1511
-0.65,-0.25,1613
-0.65,-0.15,1997
-0.65,-0.05,2376
-0.65,0.05,1506
-0.65,0.15,1198
-0.65,0.25,1014
-0.65,0.35,899
-0.65,0.45,962
-0.65,0.55,662
-0.65,0.65,468
-0.65,0.75,606
-0.65,0.85,478
-0.65,0.95,315
-0.65,1.05,203
-0.65,1.15,220
-0.65,1.25,103
-0.65,1.35,125
-0.65,1.45,51
-0.65,1.55,86
-0.65,1.65,30
-0.65,1.75,27
-0.65,1.85,18
-0.65,1.95,5
-0.65,2.05,3
-0.65,2.15,4
-0.65,2.25,4
-0.65,2.35,1
-0.65,2.45,1
-0.55,-4.15,1
-0.55,-3.85,1
-0.55,-3.45,1
-0.55,-3.25,1
-0.55,-2.95,1
-0.55,-2.85,5
-0.55,-2.75,9
-0.55,-2.65,36
-0.55,-2.55,18
-0.55,-2.45,37
-0.55,-2.35,19
-0.55,-2.25,81
-0.55,-2.15,101
-0.55,-2.05,79
-0.55,-1.95,194
-0.55,-1.85,257
-0.55,-1.75,245
-0.55,-1.65,409
-0.55,-1.55,453
-0.55,-1.45,578
-0.55,-1.35,463
-0.55,-1.25,857
-0.55,-1.15,826
-0.55,-1.05,1216
-0.55,-0.95,1165
-0.55,-0.85,1141
-0.55,-0.75,1252
-0.55,-0.65,1146
-0.55,-0.55,1138
-0.55,-0.45,1612
-0.55,-0.35,1386
-0.55,-0.25,1121
-0.55,-0.15,1360
-0.55,-0.05,1442
-0.55,0.05,900
-0.55,0.15,928
-0.55,0.25,791
-0.55,0.35,737
-0.55,0.45,948
-0.55,0.55,516
-0.55,0.65,312
-0.55,0.75,464
-0.55,0.85,401
-0.55,0.95,277
-0.55,1.05,207
-0.55,1.15,163
-0.55,1.25,113
-0.55,1.35,95
-0.55,1.45,33
-0.55,1.55,69
-0.55,1.65,45
-0.55,1.75,17
-0.55,1.85,27
-0.55,1.95,14
-0.55,2.05,2
-0.55,2.15,7
-0.55,2.25,1
-0.55,2.35,3
-0.55,2.45,2
-0.45,-3.15,1
-0.45,-2.95,2
-0.45,-2.85,2
-0.45,-2.75,6
-0.45,-2.65,19
-0.45,-2.55,33
-0.45,-2.45,9
-0.45,-2.35,51
-0.45,-2.25,42
-0.45,-2.15,116
-0.45,-2.05,141
-0.45,-1.95,103
-0.45,-1.85,212
-0.45,-1.75,316
-0.45,-1.65,438
-0.45,-1.55,329
-0.45,-1.45,565
-0.45,-1.35,723
-0.45,-1.25,1109
-0.45,-1.15,932
-0.45,-1.05,1512
-0.45,-0.95,1223
-0.45,-0.85,1073
-0.45,-0.75,1401
-0.45,-0.65,1390
-0.45,-0.55,1424
-0.45,-0.45,2187
-0.45,-0.35,1905
-0.45,-0.25,1458
-0.45,-0.15,1690
-0.45,-0.05,1889
-0.45,0.05,1496
-0.45,0.15,1216
-0.45,0.25,1100
-0.45,0.35,1080
-0.45,0.45,1386
-0.45,0.55,763
-0.45,0.65,359
-0.45,0.75,683
-0.45,0.85,632
-0.45,0.95,441
-0.45,1.05,331
-0.45,1.15,287
-0.45,1.25,223
-0.45,1.35,196
-0.45,1.45,38
-0.45,1.55,125
-0.45,1.65,77
-0.45,1.75,40
-0.45,1.85,60
-0.45,1.95,22
-0.45,2.05,11
-0.45,2.15,16
-0.45,2.25,4
-0.45,2.35,4
-0.45,2.45,4
-0.45,2.65,1
-0.45,2.75,1
-0.45,2.95,2
-0.35,-3.25,1
-0.35,-3.05,1
-0.35,-2.95,1
-0.35,-2.75,4
-0.35,-2.65,30
-0.35,-2.55,14
-0.35,-2.45,27
-0.35,-2.35,6
-0.35,-2.25,71
